# ecldata4a.ecl
sha256: 797c83391c77d386abd264249224821be3d878fcf73b2bd71189dbfd3776f6cf
header: subroutines=61 timelines=2 data_end=0x0000c2bc

## timeline 0 [0x0000a2b4, 0x0000bafc)
0x0000a2b4 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x00001d90 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001c(s=28,f=3.923636e-44)]
0x00001da4 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000020(s=32,f=4.484155e-44)]
0x00001db8 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000020(s=32,f=4.484155e-44)]
0x00001dcc t=   140 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00001de0 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00001df4 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00001e08 t=   140 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00001e1c t=   140 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x000c  fire mode=2 type=11 color=2 count=($i32(10000),$i32(10001)) speed=(2,0.8) angle=(0,0.04908739) flags=0x00000202
0x00001e48 t=   140 op=0x0064 size=44 b08=0x00 diff=0xfe pmask=0x001c  fire mode=4 type=11 color=15 count=($i32(10000),$i32(10001)) speed=($f(10016),1.3) angle=(0,0.04908739) flags=0x00000202
0x00001e74 t=   142 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00001e80 t=   142 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000018(s=24,f=3.363116e-44)]
0x00001e94 t=   142 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x00001ea8 t=   142 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000258(s=600,f=8.407791e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001ecc t=   142 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461ccc00(s=1176292352,f=10035), 0x3cc90fdb(s=1019809755,f=0.02454369)]
0x00001ee4 t=   142 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8000(s=1176272896,f=10016), 0x3e490fdb(s=1044975579,f=0.1963495)]
0x00001ef8 t=   142 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00001f0c t=   142 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00001f1c t=   146 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x0000008e(s=142,f=1.989844e-43), 0xffffff8c(s=-116,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00001f34 t=   146 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x00001f4c t=   146 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00001f60 t=   146 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00001f74 t=   146 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000c(s=12,f=1.681558e-44)]
0x00001f88 t=   146 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x00001f9c t=   146 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x00001fb0 t=   146 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40800000(s=1082130432,f=4)]
0x00001fc4 t=   146 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40a00000(s=1084227584,f=5)]
0x00001fd8 t=   146 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40c00000(s=1086324736,f=6)]
0x00001fec t=   346 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0018  fire mode=2 type=11 color=15 count=(1,$i32(10000)) speed=($f(10016),1.2) angle=(-0.1963495,0.01256637) flags=0x00000202
0x00002018 t=   354 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0018  fire mode=2 type=11 color=15 count=(1,$i32(10000)) speed=($f(10016),1.2) angle=(-0.09817477,0.01256637) flags=0x00000202
0x00002044 t=   362 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x0018  fire mode=2 type=11 color=15 count=(1,$i32(10000)) speed=($f(10016),1.2) angle=(0,0.01256637) flags=0x00000202
0x00002070 t=   364 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000003c(s=60,f=8.407791e-44), 0xfffff830(s=-2000,f=nan)]
0x00002084 sub-footer

## sub 18 [0x00002090, 0x0000214c)
0x00002090 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x0000003d(s=61,f=8.547921e-44)]
0x000020a0 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000020b4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x000020c4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x000020d4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3d088889(s=1023969417,f=0.03333334)]
0x000020e8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40b00000(s=1085276160,f=5.5)]
0x000020fc t=     0 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0001  set_velocity_polar args=[0x461c8000(s=1176272896,f=10016), 0x404ccccd(s=1078774989,f=3.2)]
0x00002110 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x00002120 t=     1 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000002(s=2,f=2.802597e-45), 0x00000000(s=0,f=0)]
0x00002134 t=  6001 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00002140 sub-footer

## sub 19 [0x0000214c, 0x00002a88)
0x0000214c t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x0000215c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x0000216c t=     0 op=0x007b size=12 b08=0x00 diff=0xff pmask=0x0000  finish_spell_card args=[]
0x00002178 t=     0 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0)]
0x0000218c t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0xffffffff(s=-1,f=nan), 0x00000000(s=0,f=0)]
0x000021a0 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x000021b4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000f0(s=240,f=3.363116e-43)]
0x000021c4 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461cf400(s=1176302592,f=10045), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000060(s=96,f=1.345247e-43)]
0x000021e0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000001(s=1,f=1.401298e-45)]
0x000021f4 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x43900000(s=1133510656,f=288), 0x43000000(s=1124073472,f=128)]
0x00002210 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00002224 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000000(s=0,f=0)]
0x00002238 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000005a(s=90,f=1.261169e-43), 0x00000004(s=4,f=5.605194e-45), 0x42c00000(s=1119879168,f=96), 0x43000000(s=1124073472,f=128)]
0x00002254 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00003a98(s=15000,f=2.101948e-41)]
0x00002264 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000003(s=3,f=4.203895e-45)]
0x00002274 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00002284 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000019(s=25,f=3.503246e-44)]
0x00002294 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000a8c(s=2700,f=3.783506e-42), 0x0000001e(s=30,f=4.203895e-44)]
0x000022a8 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x000007d0(s=2000,f=2.802597e-42), 0x0000001e(s=30,f=4.203895e-44)]
0x000022c0 t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x000022dc t=     0 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000003(s=3,f=4.203895e-45), 0x00000015(s=21,f=2.942727e-44)]
0x000022f0 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x00002304 t=   120 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0xc3000000(s=-1023410176,f=-128), 0x42400000(s=1111490560,f=48), 0x44000000(s=1140850688,f=512), 0x43000000(s=1124073472,f=128)]
0x00002320 t=   120 op=0x00b2 size=24 b08=0x00 diff=0xff pmask=0x0000  set_random_player_biased_motion args=[0x00000050(s=80,f=1.121039e-43), 0x00000000(s=0,f=0), 0x3f99999a(s=1067030938,f=1.2)]
0x00002338 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x0000234c t=   120 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x00002360 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40200000(s=1075838976,f=2.5)]
0x00002374 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x00002388 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x0000239c t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000020(s=32,f=4.484155e-44)]
0x000023b0 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000024(s=36,f=5.044674e-44)]
0x000023c4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000028(s=40,f=5.605194e-44)]
0x000023d8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000023ec t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00002400 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00002414 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00002428 t=   120 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x000c  fire mode=2 type=11 color=2 count=($i32(10000),$i32(10001)) speed=(1,0.8) angle=(0,0.04908739) flags=0x00000202
0x00002454 t=   120 op=0x0064 size=44 b08=0x00 diff=0xff pmask=0x001c  fire mode=4 type=11 color=15 count=($i32(10000),$i32(10001)) speed=($f(10016),1.3) angle=(0,0.04908739) flags=0x00000202
0x00002480 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00002494 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x000024a8 t=   120 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c9000(s=1176276992,f=10020), 0x461ccc00(s=1176292352,f=10035), 0x3d20d97c(s=1025563004,f=0.03926991)]
0x000024c0 t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x000024d4 t=   120 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461ccc00(s=1176292352,f=10035), 0x3ecccccd(s=1053609165,f=0.4)]
0x000024ec t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x3fd9999a(s=1071225242,f=1.7)]
0x00002500 t=   120 op=0x002f size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_le args=[0x461ce800(s=1176299520,f=10042), 0x41800000(s=1098907648,f=16), 0x00000078(s=120,f=1.681558e-43), 0x00000090(s=144,f=2.01787e-43)]
0x0000251c t=   120 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43b80000(s=1136132096,f=368), 0x00000078(s=120,f=1.681558e-43), 0x00000074(s=116,f=1.625506e-43)]
0x00002538 t=   120 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002735(s=10037,f=1.406483e-41), 0x00002734(s=10036,f=1.406343e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00002550 t=   120 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0), 0x00000078(s=120,f=1.681558e-43), 0x00000040(s=64,f=8.96831e-44)]
0x0000256c t=   120 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002590 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000006(s=6,f=8.407791e-45)]
0x000025a4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x000025b8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x000025cc t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000018(s=24,f=3.363116e-44)]
0x000025e0 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x000025f4 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x00002608 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x0000261c t=   120 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40600000(s=1080033280,f=3.5)]
0x00002630 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00002644 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00002658 t=   120 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f99999a(s=1067030938,f=1.2)]
0x0000266c t=   120 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3fc00000(s=1069547520,f=1.5)]
0x00002680 t=   120 op=0x0068 size=44 b08=0x00 diff=0xff pmask=0x0034  fire mode=8 type=1 color=2 count=($i32(10000),1) speed=($f(10016),$f(10017)) angle=(3.141593,-3.141593) flags=0x00000002
0x000026ac t=   128 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000078(s=120,f=1.681558e-43), 0xfffffde8(s=-536,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x000026c4 t=   128 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x000026d8 t=   128 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x000026ec t=   128 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40200000(s=1075838976,f=2.5)]
0x00002700 t=   128 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x00002714 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x00002728 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000020(s=32,f=4.484155e-44)]
0x0000273c t=   128 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000024(s=36,f=5.044674e-44)]
0x00002750 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000028(s=40,f=5.605194e-44)]
0x00002764 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00002778 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x0000278c t=   128 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000027a0 t=   128 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000027b4 t=   208 op=0x0062 size=44 b08=0x00 diff=0xff pmask=0x000c  fire mode=2 type=11 color=15 count=($i32(10000),$i32(10001)) speed=(1,0.8) angle=(0,0.04908739) flags=0x00000202
0x000027e0 t=   208 op=0x0064 size=44 b08=0x00 diff=0xff pmask=0x001c  fire mode=4 type=11 color=2 count=($i32(10000),$i32(10001)) speed=($f(10016),1.3) angle=(0,0.04908739) flags=0x00000202
0x0000280c t=   208 op=0x00b2 size=24 b08=0x00 diff=0xff pmask=0x0000  set_random_player_biased_motion args=[0x00000078(s=120,f=1.681558e-43), 0x00000000(s=0,f=0), 0x3f800000(s=1065353216,f=1)]
0x00002824 t=   208 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x0000000f(s=15,f=2.101948e-44)]
0x00002838 t=   208 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbfc90fdb(s=-1077342245,f=-1.570796)]
0x0000284c t=   208 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c9000(s=1176276992,f=10020), 0x461ccc00(s=1176292352,f=10035), 0x3d20d97c(s=1025563004,f=0.03926991)]
0x00002864 t=   208 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x00002878 t=   208 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461ccc00(s=1176292352,f=10035), 0x3ecccccd(s=1053609165,f=0.4)]
0x00002890 t=   208 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8400(s=1176273920,f=10017), 0x3fd9999a(s=1071225242,f=1.7)]
0x000028a4 t=   208 op=0x002f size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_le args=[0x461ce800(s=1176299520,f=10042), 0x41800000(s=1098907648,f=16), 0x000000d0(s=208,f=2.914701e-43), 0x00000090(s=144,f=2.01787e-43)]
0x000028c0 t=   208 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43b80000(s=1136132096,f=368), 0x000000d0(s=208,f=2.914701e-43), 0x00000074(s=116,f=1.625506e-43)]
0x000028dc t=   208 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002735(s=10037,f=1.406483e-41), 0x00002734(s=10036,f=1.406343e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000028f4 t=   208 op=0x002a size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ne args=[0x00002735(s=10037,f=1.406483e-41), 0x00000000(s=0,f=0), 0x000000d0(s=208,f=2.914701e-43), 0x00000040(s=64,f=8.96831e-44)]
0x00002910 t=   208 op=0x005b size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_variant args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002934 t=   208 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00002948 t=   208 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x0000295c t=   208 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x00002970 t=   208 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000018(s=24,f=3.363116e-44)]
0x00002984 t=   208 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x00002998 t=   208 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
