# ecldata4b.ecl
sha256: aa4c1d45accc12faa9fab021f3ba6a19f668e1edeaafcad04293483d4b18bcc6
header: subroutines=78 timelines=2 data_end=0x0000e540

## timeline 0 [0x0000c538, 0x0000dd80)
0x0000c538 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x000030b8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000047(s=71,f=9.949219e-44)]
0x000030cc t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x000030e0 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003104 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00003118 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000313c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00003150 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001b58(s=7000,f=9.809089e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003174 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00003188 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001b58(s=7000,f=9.809089e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000031ac t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x000031c0 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3cd67750(s=1020688208,f=0.02617994)]
0x000031d4 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f888889(s=1065912457,f=1.066667)]
0x000031e8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000001(s=1,f=1.401298e-45)]
0x000031fc t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000048(s=72,f=1.008935e-43)]
0x00003210 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00003224 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003248 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x0000325c t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003280 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00003294 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000032b8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x000032cc t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001770(s=6000,f=8.407791e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000032f0 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x00003304 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbd20d97c(s=-1121920644,f=-0.03926991)]
0x00003318 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3faaaaab(s=1068149419,f=1.333333)]
0x0000332c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00003340 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000004b(s=75,f=1.050974e-43)]
0x00003354 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00003368 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000338c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x000033a0 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001b58(s=7000,f=9.809089e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000033c4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000033d8 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00001b58(s=7000,f=9.809089e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000033fc t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00003410 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001e(s=30,f=4.203895e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000fa0(s=4000,f=5.605194e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003434 t=   240 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00003440 t=   540 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000004(s=4,f=5.605194e-45), 0x3f800000(s=1065353216,f=1)]
0x00003458 t=   620 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000078(s=120,f=1.681558e-43), 0xffffffdc(s=-36,f=nan)]
0x0000346c sub-footer

## sub 29 [0x00003478, 0x000036bc)
0x00003478 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x0000348c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x000034a0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000034b4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000008(s=8,f=1.121039e-44)]
0x000034c8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000006(s=6,f=8.407791e-45)]
0x000034dc t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x000034f4 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8c00(s=1176275968,f=10019), 0x3dd67750(s=1037465424,f=0.1047198)]
0x00003508 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x00003518 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x00003528 t=     0 op=0x001c size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_div args=[0x461c9000(s=1176276992,f=10020), 0x461d8800(s=1176340480,f=10082), 0x43960000(s=1133903872,f=300)]
0x00003540 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c9400(s=1176278016,f=10021), 0x461ccc00(s=1176292352,f=10035), 0x3a83126f(s=981668463,f=0.001)]
0x00003558 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0060  define_transform index=0 kind=32 wait_for_clear=0 int_0=300 int_1=-1 float_0=$f(10021) float_1=$f(10020)
0x00003580 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0042  fire mode=3 type=13 color=$i16(10001) count=(1,1) speed=(1.1,0.9) angle=($f(10017),0.04908739) flags=0x00000222
0x000035ac t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x000035bc t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x000035d4 t=     0 op=0x0010 size=20 b08=0x00 diff=0xff pmask=0x0001  sub_float args=[0x461c8c00(s=1176275968,f=10019), 0x3dd67750(s=1037465424,f=0.1047198)]
0x000035e8 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x000035f8 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x00003608 t=     0 op=0x001c size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_div args=[0x461c9000(s=1176276992,f=10020), 0x461d8800(s=1176340480,f=10082), 0x43960000(s=1133903872,f=300)]
0x00003620 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c9400(s=1176278016,f=10021), 0x461ccc00(s=1176292352,f=10035), 0x3a83126f(s=981668463,f=0.001)]
0x00003638 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0060  define_transform index=0 kind=32 wait_for_clear=0 int_0=300 int_1=-1 float_0=$f(10021) float_1=$f(10020)
0x00003660 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0042  fire mode=3 type=12 color=$i16(10001) count=(1,1) speed=(1.1,0.9) angle=($f(10017),0.04908739) flags=0x00000222
0x0000368c t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002735(s=10037,f=1.406483e-41)]
0x0000369c t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe40(s=-448,f=nan)]
0x000036b0 sub-footer

## sub 30 [0x000036bc, 0x000037d0)
0x000036bc t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0001  set_primary_animation args=[0x00002710(s=10000,f=1.401298e-41)]
0x000036cc t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000036e0 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000c8(s=200,f=2.802597e-43)]
0x000036f0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00003700 t=     0 op=0x0052 size=16 b08=0x00 diff=0xff pmask=0x0000  set_minimum_fire_distance args=[0x00000000(s=0,f=0)]
0x00003710 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x000000ff(s=255,f=3.573311e-43)]
0x00003724 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000000(s=0,f=0)]
0x00003738 t=     0 op=0x0089 size=20 b08=0x00 diff=0xff pmask=0x0000  set_enemy_callback args=[0x00000008(s=8,f=1.121039e-44), 0x00000000(s=0,f=0)]
0x0000374c t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x000e  move_from_current args=[0x00000078(s=120,f=1.681558e-43), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x461c8800(s=1176274944,f=10018)]
0x00003768 t=     1 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000002(s=2,f=2.802597e-45)]
0x00003778 t=   120 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00007530(s=30000,f=4.203895e-41), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00003790 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d7400(s=1176335360,f=10077)]
0x000037a4 t=   120 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x0000001d(s=29,f=4.063766e-44)]
0x000037b8 t= 30120 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000037c4 sub-footer

## sub 31 [0x000037d0, 0x00003d20)
0x000037d0 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x000037e0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x000037f0 t=     0 op=0x007b size=12 b08=0x00 diff=0xff pmask=0x0000  finish_spell_card args=[]
0x000037fc t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x00003810 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000f0(s=240,f=3.363116e-43)]
0x00003820 t=     0 op=0x0093 size=16 b08=0x00 diff=0xff pmask=0x0000  write_unreferenced_global_4ea290 args=[0x00000002(s=2,f=2.802597e-45)]
0x00003830 t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00004650(s=18000,f=2.522337e-41)]
0x00003840 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000001(s=1,f=1.401298e-45)]
0x00003850 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x00003860 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000037(s=55,f=7.707142e-44)]
0x00003870 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000960(s=2400,f=3.363116e-42), 0x00000037(s=55,f=7.707142e-44)]
0x00003884 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x000007d0(s=2000,f=2.802597e-42), 0x00000037(s=55,f=7.707142e-44)]
0x0000389c t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x000038b8 t=     0 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43200000(s=1126170624,f=160)]
0x000038d4 t=     0 op=0x009d size=28 b08=0x00 diff=0xff pmask=0x0000  configure_enemy_trail args=[0x00000005(s=5,f=7.006492e-45), 0x0000000f(s=15,f=2.101948e-44), 0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x000038f0 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40490fdb(s=1078530011,f=3.141593)]
0x00003904 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x00003918 t=   120 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f2aaaab(s=1059760811,f=0.6666667)]
0x0000392c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000000(s=0,f=0)]
0x00003940 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000045(s=69,f=9.668959e-44)]
0x00003954 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00003968 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000398c t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000039a0 t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000039b0 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x000039c4 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000039e8 t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x000039fc t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003a0c t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00003a20 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003a44 t=   120 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003a58 t=   120 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003a68 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00003a7c t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003aa0 t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003ab4 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003ac4 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00003ad8 t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003afc t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003b10 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003b20 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00003b34 t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003b58 t=   120 op=0x000f size=20 b08=0x00 diff=0xfe pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003b6c t=   120 op=0x0025 size=16 b08=0x00 diff=0xfe pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003b7c t=   120 op=0x0006 size=20 b08=0x00 diff=0xfe pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00003b90 t=   120 op=0x005c size=36 b08=0x00 diff=0xfe pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000003e8(s=1000,f=1.401298e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003bb4 t=   120 op=0x000f size=20 b08=0x00 diff=0xfc pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003bc8 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfc pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003bd8 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00003bec t=   120 op=0x005c size=36 b08=0x00 diff=0xfc pmask=0x0000  spawn_child_enemy_relative args=[0x00000021(s=33,f=4.624285e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000bb8(s=3000,f=4.203895e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00003c10 t=   120 op=0x000f size=20 b08=0x00 diff=0xfc pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3f060a92(s=1057360530,f=0.5235988)]
0x00003c24 t=   120 op=0x0025 size=16 b08=0x00 diff=0xfc pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00003c34 t=   120 op=0x0006 size=20 b08=0x00 diff=0xfc pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
