# ecldata5.ecl
sha256: 3148f45faf78bd8211a956edcdc353be73d2781995d3dadd36bdca8132f8fe19
header: subroutines=90 timelines=1 data_end=0x0000b878

## timeline 0 [0x0000a674, 0x0000b878)
0x0000a674 t=   260 op=0x00 size=32 diff=0xff  spawn_enemy sub=2 pos=(192,-16) rest=[0x000002bc, 0xfffffffe, 0x000003e8]
0x00001b64 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000012(s=18,f=2.522337e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001b88 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00001ba4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x00001bb8 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00001bcc t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbd567750(s=-1118406832,f=-0.05235988)]
0x00001be0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00001bf4 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001c18 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
0x00001c2c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001c50 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf20d97c(s=-1088366212,f=-0.6283185)]
0x00001c64 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001c88 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f20d97c(s=1059117436,f=0.6283185)]
0x00001c9c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001cc0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ff1463a(s=1072776762,f=1.884956)]
0x00001cd4 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000014(s=20,f=2.802597e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00001cf8 t=    60 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3ec90fdb(s=1053364187,f=0.3926991), 0x00000000(s=0,f=0)]
0x00001d0c t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00001d20 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x00001d34 t=   400 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0xbfc90fdb(s=-1077342245,f=-1.570796), 0x3f19999a(s=1058642330,f=0.6)]
0x00001d48 t=  5400 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00001d54 sub-footer

## sub 16 [0x00001d60, 0x00001e24)
0x00001d60 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x00001d70 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00001d84 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00001d94 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x00001da4 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00001db4 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00001dc4 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x3fc00000(s=1069547520,f=1.5)]
0x00001de0 t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00001df8 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000011(s=17,f=2.382207e-44)]
0x00001e0c t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00001e18 sub-footer

## sub 17 [0x00001e24, 0x00001eac)
0x00001e24 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00001e38 t=   120 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_sub args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00001e50 t=   120 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=1 color=2 count=(1,1) speed=(1.6,0.8) angle=($f(10016),0) flags=0x00000203
0x00001e7c t=   120 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00001e8c t=   120 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000078(s=120,f=1.681558e-43), 0xffffffac(s=-84,f=nan)]
0x00001ea0 sub-footer

## sub 18 [0x00001eac, 0x00001f70)
0x00001eac t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x00001ebc t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00001ed0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00001ee0 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x00001ef0 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00001f00 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00001f10 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x00001f2c t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00001f44 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000013(s=19,f=2.662467e-44)]
0x00001f58 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00001f64 sub-footer

## sub 19 [0x00001f70, 0x00002060)
0x00001f70 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000028(s=40,f=5.605194e-44)]
0x00001f84 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00001f98 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00001fac t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000b(s=11,f=1.541428e-44)]
0x00001fc0 t=   120 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00001fd8 t=   120 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=7 color=3 count=(1,2) speed=(1.6,1.2) angle=($f(10016),0) flags=0x00000200
0x00002004 t=   120 op=0x002e size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_le args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44), 0x00000078(s=120,f=1.681558e-43), 0x0000002c(s=44,f=6.165713e-44)]
0x00002020 t=   120 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x00002030 t=   120 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00002040 t=   120 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000078(s=120,f=1.681558e-43), 0xffffff80(s=-128,f=nan)]
0x00002054 sub-footer

## sub 20 [0x00002060, 0x00002124)
0x00002060 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x00002070 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00002084 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00002094 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x000020a4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x000020b4 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x000020c4 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40900000(s=1083179008,f=4.5)]
0x000020e0 t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x000020f8 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000015(s=21,f=2.942727e-44)]
0x0000210c t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00002118 sub-footer

## sub 21 [0x00002124, 0x00002214)
0x00002124 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x00002138 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000009(s=9,f=1.261169e-44)]
0x0000214c t=   120 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000009(s=9,f=1.261169e-44)]
0x00002160 t=   120 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000009(s=9,f=1.261169e-44)]
0x00002174 t=   120 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000218c t=   120 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=1 color=2 count=(1,2) speed=(2.2,1.2) angle=($f(10069),0) flags=0x00000202
0x000021b8 t=   120 op=0x002e size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_le args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44), 0x00000078(s=120,f=1.681558e-43), 0x0000002c(s=44,f=6.165713e-44)]
0x000021d4 t=   120 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x000021e4 t=   120 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x000021f4 t=   120 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000078(s=120,f=1.681558e-43), 0xffffff80(s=-128,f=nan)]
0x00002208 sub-footer

## sub 22 [0x00002214, 0x000026e4)
0x00002214 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000053(s=83,f=1.163078e-43)]
0x00002224 t=     0 op=0x0039 size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation args=[0x00000000(s=0,f=0), 0x00000030(s=48,f=6.726233e-44)]
0x00002238 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42400000(s=1111490560,f=48)]
0x0000224c t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000078(s=120,f=1.681558e-43)]
0x0000225c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x0000226c t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x00000007(s=7,f=9.809089e-45), 0x00000004(s=4,f=5.605194e-45)]
0x00002280 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3fc90fdb(s=1070141403,f=1.570796), 0x40400000(s=1077936128,f=3)]
0x0000229c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x000022b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dd67750(s=1037465424,f=0.1047198)]
0x000022cc t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x000022e0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x000022f4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00002308 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000017(s=23,f=3.222986e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000232c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf860a92(s=-1081734510,f=-1.047198)]
0x00002340 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000017(s=23,f=3.222986e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002364 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x00002378 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000017(s=23,f=3.222986e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000239c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x000023b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbda0d97c(s=-1113532036,f=-0.07853982)]
0x000023cc t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x000023e0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3da0d97c(s=1033951612,f=0.07853982)]
0x000023f4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00002408 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000019(s=25,f=3.503246e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000242c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
0x00002440 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000019(s=25,f=3.503246e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002464 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf20d97c(s=-1088366212,f=-0.6283185)]
0x00002478 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000019(s=25,f=3.503246e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000249c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f20d97c(s=1059117436,f=0.6283185)]
0x000024b0 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000019(s=25,f=3.503246e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000024d4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ff1463a(s=1072776762,f=1.884956)]
0x000024e8 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000019(s=25,f=3.503246e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000250c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00002528 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x0000253c t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00002550 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbd567750(s=-1118406832,f=-0.05235988)]
0x00002564 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00002578 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001b(s=27,f=3.783506e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000259c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
0x000025b0 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001b(s=27,f=3.783506e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000025d4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf20d97c(s=-1088366212,f=-0.6283185)]
0x000025e8 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001b(s=27,f=3.783506e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000260c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f20d97c(s=1059117436,f=0.6283185)]
0x00002620 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001b(s=27,f=3.783506e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00002644 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ff1463a(s=1072776762,f=1.884956)]
0x00002658 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x0000001b(s=27,f=3.783506e-44), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x0000267c t=    60 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3ec90fdb(s=1053364187,f=0.3926991), 0x00000000(s=0,f=0)]
0x00002690 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x000026a4 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x000026b8 t=   400 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0xbfc90fdb(s=-1077342245,f=-1.570796), 0x3f19999a(s=1058642330,f=0.6)]
0x000026cc t=  5400 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000026d8 sub-footer

## sub 23 [0x000026e4, 0x000027a8)
0x000026e4 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x000026f4 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
